調教師CD,調教師名,全出走数,全勝率,全複勝率,穴馬出走数(7人気↓),穴馬勝率,穴馬連対率,穴馬複勝率,穴馬期待複勝率,穴馬複勝超過率,穴馬人気以上率,穴馬単勝回収率,大穴出走数(10人気↓),大穴複勝率,戦略スコア
01131,蛯名利弘,1335,0.020224719101123594,0.08314606741573034,1154,0.00779896013864818,0.02339688041594454,0.047660311958405546,0.0580611647980508,0.820863861828786,0.7824956672443674,0.3551126516464471,887,0.02254791431792559,1.3190395497153409
01154,橋口慎介,1486,0.09892328398384927,0.2853297442799462,557,0.02333931777378815,0.05565529622980251,0.10771992818671454,0.0917850063254585,1.173611382721408,0.6086175942549371,0.7960502692998205,273,0.054945054945054944,1.3154872871307217
01188,畑端省吾,916,0.04148471615720524,0.16703056768558952,657,0.0121765601217656,0.0487062404870624,0.076103500761035,0.07782417137390546,0.9778902803268729,0.7077625570776256,0.5855403348554034,416,0.05048076923076923,1.3078879238006136
01159,高柳大輔,1488,0.09879032258064516,0.2856182795698925,621,0.02576489533011272,0.05314009661835749,0.09500805152979067,0.08878164638854345,1.0701316701652277,0.6521739130434783,0.9880837359098229,318,0.04716981132075472,1.3074090128014064
01056,本間忍,1245,0.028112449799196786,0.11566265060240964,990,0.012121212121212121,0.03333333333333333,0.05353535353535353,0.06259408111434006,0.8552782081353821,0.7595959595959596,0.6529292929292929,740,0.033783783783783786,1.305147375755951
01068,小島茂之,1342,0.06259314456035768,0.18926974664679583,863,0.019698725376593278,0.04519119351100811,0.07415990730011587,0.07819953499526328,0.9483420496631841,0.6987253765932793,1.0271147161066048,557,0.05026929982046679,1.3047297881930229
01067,久保田貴,1451,0.08959338387319091,0.25223983459682975,704,0.019886363636363636,0.05823863636363636,0.08664772727272728,0.08670669520128842,0.9993199149336248,0.6818181818181818,1.9022727272727273,396,0.05303030303030303,1.3012446571512295
01101,吉田直弘,1392,0.0617816091954023,0.1997126436781609,836,0.011961722488038277,0.04066985645933014,0.07775119617224881,0.08282178690609546,0.9387770908686652,0.7069377990430622,0.42320574162679425,478,0.03556485355648536,1.300614899606456
01116,新開幸一,1191,0.052057094878253565,0.1704450041981528,774,0.016795865633074936,0.03875968992248062,0.06589147286821706,0.07002043273504584,0.9410320715604176,0.7131782945736435,0.7600775193798449,546,0.038461538461538464,1.3002068556449418
01088,高木登,1614,0.09417596034696406,0.26270136307311026,776,0.020618556701030927,0.05412371134020619,0.08891752577319588,0.08735194347621561,1.0179226956456504,0.6572164948453608,0.8125,434,0.04838709677419355,1.2965861409844743
01048,畠山吉宏,1519,0.052666227781435156,0.17906517445687953,944,0.01694915254237288,0.03389830508474576,0.06885593220338983,0.07736218228241386,0.8900464047411226,0.7298728813559322,0.48379237288135596,597,0.03685092127303183,1.2960653363361543
01195,嘉藤貴行,719,0.09040333796940195,0.2614742698191933,351,0.019943019943019943,0.05413105413105413,0.10256410256410256,0.0843613315974517,1.21577149888422,0.6239316239316239,1.5965811965811967,209,0.07655502392344497,1.2952599259283109
01011,松田国英,261,0.11877394636015326,0.3524904214559387,111,0.009009009009009009,0.04504504504504504,0.11711711711711711,0.09184218769712536,1.2751995575643593,0.7387387387387387,0.17567567567567569,56,0.07142857142857142,1.2944170054956945
01082,平田修,1527,0.06614276358873608,0.2017026850032744,891,0.014590347923681257,0.04826038159371493,0.07631874298540965,0.08026657907039315,0.9508159419436416,0.6868686868686869,0.5506172839506173,542,0.03505535055350553,1.2920011937787717
00431,谷潔,1390,0.045323741007194246,0.17913669064748203,914,0.010940919037199124,0.03282275711159737,0.06345733041575492,0.07397265714664851,0.8578484654127365,0.7582056892778993,0.5843544857768053,605,0.04462809917355372,1.2915606331233858
01114,和田正一,1245,0.07068273092369477,0.22329317269076304,754,0.014588859416445624,0.04111405835543767,0.07161803713527852,0.07296825684423151,0.9814957932757614,0.6790450928381963,0.4793103448275862,503,0.041749502982107355,1.2861358920513624
01144,池添学,1506,0.12284196547144755,0.31806108897742363,538,0.031598513011152414,0.0687732342007435,0.11524163568773234,0.09362630588289826,1.2308681262279977,0.5687732342007435,0.88364312267658,257,0.058365758754863814,1.2822804188050065
01157,杉山晴紀,2144,0.12919776119402984,0.3278917910447761,758,0.021108179419525065,0.048812664907651716,0.09762532981530343,0.09410217484875155,1.0374396763115685,0.6398416886543535,0.7275725593667546,374,0.06417112299465241,1.2819802886424059
